"Date","Time","Open","High","Low","Close","Vol","OI","UpperBand","LowerBand","MidLine"
10/10/2019,22:00,373.70,374.54,370.33,371.00,2760659,0,389.46,368.02,378.74
10/11/2019,22:00,373.00,376.94,370.08,374.92,3973451,0,389.33,367.67,378.50
10/14/2019,22:00,374.25,378.70,372.68,373.18,2138932,0,389.29,367.14,378.22
10/15/2019,22:00,372.58,373.53,370.53,370.96,2861420,0,388.70,366.41,377.55
10/16/2019,22:00,370.22,377.42,369.24,372.43,3683227,0,387.43,366.28,376.85
10/17/2019,22:00,372.42,373.80,369.06,369.06,2402691,0,386.58,365.59,376.09
10/18/2019,22:00,369.00,369.35,344.00,344.00,13568415,0,391.67,356.96,374.32
10/21/2019,22:00,332.89,334.24,324.40,331.06,15538450,0,397.57,346.46,372.02
10/22/2019,22:00,336.07,341.48,334.46,337.00,7972185,0,399.11,340.46,369.79
10/23/2019,22:00,345.00,350.80,336.50,340.50,10993362,0,398.43,336.57,367.50
10/24/2019,22:00,341.70,345.74,337.77,344.55,5414087,0,396.51,334.26,365.38
10/25/2019,22:00,342.92,343.37,338.90,339.83,4058018,0,395.16,331.30,363.23
10/28/2019,22:00,341.50,344.98,339.49,340.88,3234472,0,393.57,328.93,361.25
10/29/2019,22:00,340.19,349.72,339.22,348.93,6113596,0,392.05,327.85,359.95
10/30/2019,22:00,346.63,350.00,343.27,346.06,3997585,0,391.35,326.43,358.89
10/31/2019,22:00,344.70,346.06,339.45,339.91,3868444,0,390.15,324.41,357.28
11/01/2019,22:00,340.59,345.19,339.50,345.19,3538185,0,387.89,323.62,355.75
11/04/2019,22:00,346.46,351.45,346.05,351.09,3703034,0,385.21,323.75,354.48
11/05/2019,22:00,355.23,361.61,353.19,358.29,5468937,0,383.14,324.24,353.69
11/06/2019,22:00,358.86,359.40,353.13,354.19,3815659,0,380.45,324.85,352.65
11/07/2019,22:00,356.12,359.40,355.05,357.31,2834543,0,378.57,325.36,351.97
11/08/2019,22:00,356.40,357.00,350.55,351.00,3220608,0,375.20,326.34,350.77
11/11/2019,22:00,349.04,369.75,345.56,366.96,11488377,0,373.88,327.04,350.46
11/12/2019,22:00,366.49,367.11,360.01,362.88,5773506,0,372.30,327.81,350.06
11/13/2019,22:00,361.87,366.62,361.12,362.50,3479746,0,370.17,328.95,349.56
11/14/2019,22:00,363.10,368.48,361.48,367.44,5343481,0,369.79,329.17,349.48
11/15/2019,22:00,370.00,373.48,369.30,371.68,5496784,0,373.16,328.56,350.86
11/18/2019,22:00,371.67,375.60,367.90,369.46,3824935,0,374.54,331.03,352.78
11/19/2019,22:00,373.51,374.83,361.61,367.00,6674773,0,375.61,332.95,354.28
11/20/2019,22:00,366.00,370.99,365.75,370.91,3775225,0,377.32,334.28,355.80
11/21/2019,22:00,369.75,370.76,366.26,366.44,2703757,0,378.24,335.55,356.90
11/22/2019,22:00,368.27,373.55,366.61,371.34,3915722,0,379.19,337.76,358.47
11/25/2019,22:00,372.52,374.30,369.20,373.13,3324817,0,380.08,340.09,360.09
11/26/2019,22:00,373.66,374.77,371.36,373.51,2866703,0,381.44,341.19,361.31
11/27/2019,22:00,369.96,371.83,366.80,368.00,4152213,0,381.45,343.37,362.41
11/29/2019,22:00,367.50,368.30,366.18,366.18,1390949,0,379.76,347.69,363.73
12/02/2019,22:00,367.08,367.38,355.16,355.18,4804645,0,378.44,350.01,364.22
12/03/2019,22:00,352.09,355.56,347.61,352.08,4768261,0,378.31,350.24,364.27
